Case UPC,Client,Item UPC,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
25583,HOSTESS,25584,6/13.58 OZ,HOSTESS CHOC LVR TWINKIES,LP403991,MULTI PACK 6/10 CT,SBS HST,6
25585,HOSTESS,25586,6/12.7 OZ,HOSTESS TWNK DNGDNG MSHUP,LP404034,MULTI PACK 6/10 CT,SBS HST,6
25589,HOSTESS,,496/1 EA,HOSTESS HALLOWEEN PALLET,LP404292,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,496
25592,HOSTESS,25593,6/16 OZ,HOSTESS GLAZED DONUT MP,LP404594,MULTI PACK BRKFST 6/6 CT,SBS HST,6
25597,HOSTESS,,32/1 EA,HOSTESS KAZBAR BONCR SHPR,LP404058,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,32
25598,HOSTESS,15004,9/10 OZ,HOSTESS PWD SGR DNT DRC,LP403936,HST DNT BG DRC 9/10-10.5 OZ,SBS HST,9
25599,HOSTESS,,45/1 EA,HOSTESS VALENTINES SHPR,LP403934,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
25602,HOSTESS,,36/1 EA,HOSTESS VLNT DAY DNT SHPR,LP404493,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,36
25604,HOSTESS,25605,6/6/2.33 OZ,HOSTESS DBL CHOC MLTMR SS,LP404509,HST SS 6/6/1-6 CT,SBS HST,36
25607,HOSTESS,25608,6/6/2.33 OZ,HOSTESS CHOC CRML MLTM SS,LP404509,HST SS 6/6/1-6 CT,SBS HST,36
25610,HOSTESS,25605,3/6/2.33 OZ,HOSTESS DBL CHOC MLTMR SS,LP404509,HST SS 3 PK CADDY,SBS HST,18
25611,HOSTESS,25608,3/6/2.33 OZ,HOSTESS CHOC CRML MLTM SS,LP404509,HST SS 3 PK CADDY,SBS HST,18
25613,HOSTESS,25614,6/9.31 OZ,HOSTESS DBL CHOC MELTAMOR,LP404527,MULTI PACK 6 PK,SBS HST,6
25615,HOSTESS,25616,6/9.31 OZ,HOSTESS CHOC CRML MELTAMR,LP404527,MULTI PACK 6 PK,SBS HST,6
25620,HOSTESS,25410,6/3/2.89 OZ,HOSTESS HOLIDAY CPCK SS,LP404364,HST SS DONETTE LTO 6 PK,SBS HST,18
25630,HOSTESS,11312,9/10 OZ,HOSTESS STRW GLZ DNT DRC,LP403947,BAG DONUT DRC 9 PK,SBS HST,9
25631,HOSTESS,15002,9/10.75 OZ,HOSTESS CHOC DONUT DRC,LP403937,BAG DONUT DRC 9 PK,SBS HST,9
25632,HOSTESS,,36/1 EA,HOSTESS BD CASE STACKER,LP404560,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,36
25633,HOSTESS,11188,9/9.5 OZ,HST DONETTES CARROT CAKE,LP403948,HST LTO 9/9CT,SBS HST,9
25634,HOSTESS,,36/1 EA,HOSTESS SPRING DONUT SHPR,LP404494,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,36
25635,HOSTESS,,80/1 EA,HOSTESS FALL FLOOR SHPR,LP404626,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,80
25637,HOSTESS,25638,36/3.17 OZ,HST BASEBALL CPCKS YELLOW,LP404704,HST LTO 36CT,SBS HST,36
25640,HOSTESS,25641,36/3.17 OZ,HST BASEBALL CPCKS CHOC,LP404704,HST LTO 36CT,SBS HST,36
25643,HOSTESS,,24/3.17 OZ,HOSTESS BSBL CPCK CNT UNT,LP404685,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25644,HOSTESS,,24/1 EA,HOSTESS MELTAMORE CNT UNT,LP404554,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25645,HOSTESS,,480/1 EA,HOSTESS HOLIDAY PALLET,LP404293,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,480
25646,HOSTESS,25647,6/8/4.25 OZ,HOSTESS BLUEBERRY PIE SS,,HST SS 6/8 CT,SBS HST,48
25647,HOSTESS,25647,1/1 EA,HOSTESS BLUEBERRY PIE,,DISPLAY ONLY UPCS,SBS HST,1
25649,HOSTESS,25650,6/8/4.25 OZ,HOSTESS PEACH PIE SS,LP404320,HST SS 6/8 CT,SBS HST,48
25650,HOSTESS,25650,1/1 EA,HOSTESS PEACH PIE,,DISPLAY ONLY UPCS,SBS HST,1
25652,HOSTESS,,32/1 EA,HOSTESS PIES COUNTER UNIT,LP404683,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25660,HOSTESS,25661,6/12.7 OZ,HOSTESS STRAWBERRY CPCK,LP404044,MULTI PACK 6 PK,SBS HST,6
25663,HOSTESS,25664,6/6/3.17 OZ,HOSTESS STRWBRY CPCK SS,LP404301,HST SS 6/6/1-6 CT,SBS HST,36
25667,HOSTESS,25668,12/24.44 OZ,HOSTESS TWINKIES GIFTBOX,,HST LTO 12/18 CT,SBS HST,12
25669,HOSTESS,25668,72/1 EA,HOSTESS HLDY HALF PALLET,LP404119,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,72
25676,HOSTESS,,42/1 EA,HOSTESS HOLIDAY SS SHPR,LP404397,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,42
25678,HOSTESS,,40/1 EA,HOSTESS KAZBAR FLOORSTAND,LP404561,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,40
25687,HOSTESS,25688,6/10.72 OZ,HSTSS WHT FDG DING DONGS,LP404570,MULTI PACK LTO 6 PK,SBS HST,6
25690,HOSTESS,25691,6/21.12 OZ,HOLIDAY SNBL FSH 12CT,LP404166,HST SNBL FRSH 6/21.12 OZ,SBS HST,6
25694,HOSTESS,,45/1 EA,HOSTESS BD CASE STACKER,LP404496,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
25695,HOSTESS,,48/1 EA,HSTSS SPRING MP CAKE SHPR,LP404497,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25698,HOSTESS,15003,9/10.75 OZ,HST DBL CHOC MN DNT DRC,LP403937,BAG DONUT DRC 9 PK,SBS HST,9
25699,HOSTESS,11064,9/9.5 OZ,HOSTESS CRUNCH DONUT DRC,LP403936,BAG DONUT DRC 9 PK,SBS HST,9
25700,HOSTESS,,45/1 EA,HST DONETTES STACKER DS,LP404498,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,45
25701,HOSTESS,,144/1 EA,HOSTESS DONETTES HLF PLLT,LP404499,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,144
25709,HOSTESS,,48/9.31 OZ,HST MELTAMORS SHIPPER DS,LP404551,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25712,HOSTESS,,32/1 EA,HOSTESS FALL COUNTER UNIT,LP404678,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25713,HOSTESS,25716,6/23.2 OZ,HOSTESS HLDY CPCK RSC,LP404091,MULTI PACK CLUB 6/16 CT,SBS HST,6
25723,HOSTESS,,32/1 EA,HOSTESS COR MXD FP SHP,LP404185,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,32
25724,HOSTESS,25725,60/3 OZ,HOSTESS HONEY BUN DNT SS,LP404309,HST SS DONETTE CADDY 6/6 CT,SBS HST,60
25728,HOSTESS,25725,10/2/3 OZ,HOSTESS HNYBN SS FSH,LP404309,HST SS DONUT 2 PK CADDY,SBS HST,20
25729,HOSTESS,25475,6/10.86 OZ,HOSTESS RWB TWINKIES MP,LP404103,MULTI PACK LTO 6 PK,SBS HST,6
25731,HOSTESS,25475,16/10.86 OZ,HOSTESS RWB TWNK MP DRC,LP404536,HST FAMILY PACK 16 PK,SBS HST,16
25735,HOSTESS,,360/1 EA,HOSTESS RWB DNT FULL PLT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,360
25736,HOSTESS,,48/1 EA,HOSTESS RWB CAKE SHIPPER,LP404544,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25738,HOSTESS,,186/1 EA,HOSTESS RWB HALF PALLET,LP404542,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,186
25740,HOSTESS,,45/1 EA,HOSTESS RWB CASE STACKER,LP404710,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
25741,HOSTESS,,80/1 EA,HOSTESS SM INN SS FLSTND,LP404555,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,80
25743,HOSTESS,25744,6/10.5 OZ,HOSTESS HONEY BUN DONETTE,LP403936,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
25746,HOSTESS,25744,9/10.5 OZ,HOSTESS HONEY BUN DONETTE,LP403936,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
25747,HOSTESS,,36/1 EA,HOSTESS COR BD STKR SHP,LP404500,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,36
25748,HOSTESS,,54/1 EA,HOSTESS FAMILY PK QTR PLT,LP404501,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,54
25751,HOSTESS,,360/1 EA,HOSTESS SPRING FULL PLT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,360
25753,HOSTESS,,42/1 EA,HOSTESS RWB SS FLOORSTAND,LP404556,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,42
25758,HOSTESS,25759,6/21 OZ,HOSTESS PWDRD DNT OTG FP,LP404633,HST DONETTES FAM PK 6/21 OZ,SBS HST,6
25760,HOSTESS,25761,6/21 OZ,HOSTESS FRSTD DNT OTG FP,LP404633,HST DONETTES FAM PK 6/21 OZ,SBS HST,6
25763,HOSTESS,,20/1 EA,HOSTESS FAMILY PK DNT SHP,LP404186,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,20
25764,HOSTESS,25765,6/6/2.7 OZ,HOSTESS CHOC LVR TWINKIES,LP404325,HST SS 6/6/1-6 CT,SBS HST,36
25768,HOSTESS,25765,18/2.7 OZ,HOSTESS CHOC LVR TWNKS SS,LP404325,HST 18/2SLV,SBS HST,18
25770,HOSTESS,25664,18/3.17 OZ,HOSTESS STRWBRY CPCK SS,LP404301,HST SS 3 PK CADDY,SBS HST,18
25771,HOSTESS,,88/1 EA,HOSTESS SS FLOOR DISPLAY,LP404540,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,88
25773,HOSTESS,25465,9/10.5 OZ,HOSTESS OLD FSHN DNT DRC,LP403937,BAG DONUT DRC 9 PK,SBS HST,9
25787,HOSTESS,,192/1 EA,HOSTESS TWNKE DRC HLF PLT,LP404559,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
25788,HOSTESS,,82/1 EA,HOSTESS 7 ELEVEN SS SHPR,LP404504,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,82
25789,HOSTESS,,29/1 EA,HOSTESS RWB SHIPPER,LP404547,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,29
25790,HOSTESS,25519,9/9.5 OZ,HOSTESS MAPLE DNTS DRC,,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
25791,HOSTESS,,360/1 EA,HOSTESS FULL BG DONUT PLT,LP404618,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,360
25793,HOSTESS,,360/1 EA,HOSTESS LG COR BD PLT,LP404505,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,360
25794,HOSTESS,25795,6/14.46 OZ,HST ZNGR DNGRS MSHUP MP,LP404569,MULTI PACK 6/10 CT,SBS HST,6
25799,HOSTESS,25744,9/10.5 OZ,HOSTESS HONEY BUN DNT DRC,LP403936,HST DNT BG DRC 9/10-10.5 OZ,SBS HST,9
25800,HOSTESS,,45/1 EA,HOSTESS SUMMER DNT SHPR,LP404558,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
25801,HOSTESS,25688,16/10.16 OZ,HOSTESS SPRNG DNG DNG DRC,LP404570,HST SPRG LTO DRC,SBS HST,16
25802,HOSTESS,25439,15/11.57 OZ,HOSTESS SPG LTO VN CC DRC,LP404042,HST SPRG LTO DRC,SBS HST,15
25816,HOSTESS,,372/1 EA,HOSTESS RWB CAKE FULL PLT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,372
25818,HOSTESS,25819,36/2.7 OZ,HOSTESS CHERRY TWINKIE SS,LP404325,HST SS 36/2.7 OZ,SBS HST,36
25821,HOSTESS,,36/1 EA,HOSTESS CHERRY TWINKIE SH,LP404673,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,36
25827,HOSTESS,,48/1 EA,HOSTESS COR TWNK MP SHPR,LP404537,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25832,HOSTESS,,72/1 EA,HOSTESS DRC QTR PALLET,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,72
25849,HOSTESS,25850,6/8.17 OZ,HOSTESS MINI CHOC CUPCKES,LP404750,MULTI PACK 6/12 CT,SBS HST,6
25852,HOSTESS,25853,48/2.04 OZ,HOSTESS CHOC MINI CPCK SS,LP404714,HST SS MINI 6/8/3 CT,SBS HST,48
25856,HOSTESS,25853,8/3/2.04 OZ,HOSTESS CHOC MINI CPCK SS,LP404714,HST SS MINI 24/3 CT,SBS HST,24
25857,HOSTESS,25858,6/10.36 OZ,HOSTESS APL FRTR RNG DNTS,LP404733,MULTI PACK 6/6 CT,SBS HST,6
25860,HOSTESS,25861,6/6/3.45 OZ,HOSTESS APL FRT RNG DNT,LP404715,HST SS 6/6/1-6 CT,SBS HST,36
25870,HOSTESS,25871,6/17.49 OZ,HOSTESS PWDR DNT SHARE SZ,LP404755,DONETTES 6/17.49 OZ SHARE SIZE,SBS HST,6
25878,HOSTESS,,48/1 EA,HOSTESS CAKE SHIPPER,LP404620,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25880,HOSTESS,,45/1 EA,HOSTESS BAG DONUT SHIPPER,LP404617,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
25881,HOSTESS,,370/1 EA,HOSTESS FULL CAKE PALLET,LP404622,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,370
25883,HOSTESS,,185/1 EA,HOSTESS HALF CAKE PALLET,LP404674,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,185
25884,HOSTESS,11160,9/10 OZ,HST COCO MRSHMLW DNT DRC,LP403946,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
25890,HOSTESS,,425/1 EA,HOSTESS LTO BTS PALLET,LP404666,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,425
25891,HOSTESS,25892,6/13.58 OZ,HOSTESS MYSTERY TWNKIE MP,LP404682,MULTI PACK 6/10 CT,SBS HST,6
25900,HOSTESS,25901,6/11.57 OZ,HOSTESS FRANKENCAKES,LP404632,HST LTO 6/8 CT,SBS HST,6
25903,HOSTESS,25901,15/11.57 OZ,HOSTESS FRANKENCAKES DRC,LP404671,MULTI PACK DRC 15 PK,SBS HST,15
25904,HOSTESS,,48/1 EA,HOSTESS HLWN MP SHIPPER,LP404623,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25906,HOSTESS,,184/1 EA,HOSTESS HLWN MP HALF PLT,LP404625,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,184
25907,HOSTESS,25908,6/22.22 OZ,HOSTESS SCARYCAKES,LP404668,HST LTO 6/14 CT,SBS HST,6
25910,HOSTESS,25912,6/20.25 OZ,HOSTESS FRANKENCAKES,LP404668,HST LTO 6/14 CT,SBS HST,6
25916,HOSTESS,25917,6/21.73 OZ,HOSTESS SPOOKY TWINKIES,LP404713,HST LTO 6/16 CT,SBS HST,6
25920,HOSTESS,,54/1 EA,HOSTESS HLWN QTR PLT,LP404670,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,54
25921,HOSTESS,,42/1 EA,HOSTESS FALL SS SHIPPER,LP404646,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,42
25924,HOSTESS,11579,9/22.22 OZ,HOSTESS CHOC CPCK DRC PRF,LP404176,MULTI PACK DRC 9 PK,SBS HST,9
25925,HOSTESS,25538,9/20.25 OZ,HOSTESS COFFEE CAKES FP,LP404175,MULTI PACK DRC 9 PK,SBS HST,9
25934,HOSTESS,25935,6/8 OZ,HOSTESS HOLIDAY HOHOS MP,LP404008,HST LTO 6/8 CT,SBS HST,6
25936,HOSTESS,25937,6/10.5 OZ,HOSTESS HLDY SNOWBALL MP,LP404048,MULTI PACK LTO 6 PK,SBS HST,6
25938,HOSTESS,25939,6/13.1 OZ,HST HLDY CHOC CP CK MP,LP404689,HST LTO 6/8 CT,SBS HST,6
25944,HOSTESS,25939,15/13.1 OZ,HOSTESS HLDY CHC CPCK DRC,LP404689,MULTI PACK DRC LTO 15 PK,SBS HST,15
25946,HOSTESS,25937,15/10.5 OZ,HOSTESS HLDY SNOWBALL MP,LP404048,MULTI PACK DRC LTO 15 PK,SBS HST,15
25947,HOSTESS,25935,22/8 OZ,HOSTESS HOLIDAY HOHOS DRC,LP404008,HST MULTI PACK LTO 22/8 CT,SBS HST,22
25948,HOSTESS,,45/1 EA,HOSTESS LTO HLDY BD SHPR,LP404619,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
25949,HOSTESS,,52/1 EA,HOSTESS LTO HLDY SHIPPER,LP404675,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,52
25952,HOSTESS,,201/1 EA,HOSTESS LTO HLDY HLF PLT,LP404677,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,201
25954,HOSTESS,,5/1 EA,HOSTESS LTO HLDY SHIPPER,LP404627,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,5
25956,HOSTESS,,40/1 EA,HOSTESS FRITTER TWR SHPR,LP404651,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,40
25958,HOSTESS,,28/1 EA,HOSTESS FRTR SS CNT DSP,LP404662,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,28
25961,HOSTESS,25962,6/6/2.33 OZ,HOSTESS VAL HRT DNGDNG SS,LP404705,HST LTO 36CT,SBS HST,36
25964,HOSTESS,,32/1 EA,HOSTESS LTO VDAY SHIPPER,LP404616,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25966,HOSTESS,,130/1 EA,HOSTESS CORE SS DISPLAY,LP404740,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,130
25968,HOSTESS,,40/1 EA,HOSTESS BRKFS DNT CNT UNT,LP404716,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,40
25969,HOSTESS,25970,6/6/3.27 OZ,HOSTESS SUNDAE CUPCAKE SS,LP404807,HST SS LTO 6/6/2 CT,SBS HST,36
25972,HOSTESS,25973,6/6/3.38 OZ,HOSTESS ORNG CRMSCL CPCK,LP404807,HST SS LTO 6/6/2 CT,SBS HST,36
25975,HOSTESS,,72/1 EA,HOSTESS LTO CC SS SHIPPER,LP404658,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,72
25976,HOSTESS,,24/1 EA,HOSTESS LTO CC SS CTR DS,LP404653,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25977,HOSTESS,,32/1 EA,HOSTESS LTO SPRNG CTR DSP,LP404660,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25978,HOSTESS,,28/1 EA,HOSTESS MINI CPCK CNT UNT,LP404686,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,28
25982,HOSTESS,,32/1 EA,HOSTESS LTO RWB CTR DSP,LP404661,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25983,HOSTESS,,46/1 EA,HOSTESS INV MP FRTR DSPL,LP404745,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,46
25984,HOSTESS,,24/1 EA,HOSTESS LTO BBL CTR DSP,LP404706,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25985,HOSTESS,,32/1 EA,HOSTESS LTO FALL CTR DSP,LP404687,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25986,HOSTESS,,24/1 EA,HOSTESS LTO HLWN CTR DSP,LP404659,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25987,HOSTESS,,32/1 EA,HOSTESS LTO HLDY CTR DSP,LP404657,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25993,HOSTESS,25994,6/13.5 OZ,HST ORANGE CRM CUPCAKE MP,LP404025,MULTI PACK 6 PK,SBS HST,6
25996,HOSTESS,25994,12/13.5 OZ,HOSTESS ORANGE CPCK DRC,LP404025,HST MULTI PACK LTO 12/8 CT,SBS HST,12
25998,HOSTESS,25999,6/13.1 OZ,HST SUNDAE CUPCAKE MP,LP404025,MULTI PACK 6 PK,SBS HST,6
26002,HOSTESS,,48/1 EA,HST LG CC MP CS STCK LTO,LP404649,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
26004,HOSTESS,,48/1 EA,HOSTESS CHOC MINI CPCK DS,LP404654,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
26009,HOSTESS,26008,6/10.86 OZ,HOSTESS STRWBRY TWINKIE,LP404100,HST SS LTO 6/6/2 CT,SBS HST,6
26010,HOSTESS,25439,12/11.57 OZ,HOSTESS VNLA CUPCAKE DRC,LP404042,HST MULTI PACK LTO 12/8 CT,SBS HST,12
26011,HOSTESS,26008,12/10.86 OZ,HOSTESS STRWBRY TWNK DRC,LP404100,HST MULTI PACK LTO 12/8 CT,SBS HST,12
26012,HOSTESS,,48/1 EA,HOSTESS LTO SPRING SHPR,LP404728,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
26013,HOSTESS,,192/1 EA,HST SPRING CAKE HALF PLT,LP404749,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,192
26014,HOSTESS,,192/1 EA,HOSTESS COR SS SHIPPER,LP404279,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
26024,HOSTESS,11006,12/10 OZ,HOSTESS HO HO DRC,LP404009,HST MULTI PACK 12/8-10 CT,SBS HST,12
26026,HOSTESS,25614,12/9.31 OZ,HOSTESS DBL CHOC MELTAMOR,LP404527,HST MULTI PACK 12/8-10 CT,SBS HST,12
26027,HOSTESS,25616,12/9.31 OZ,HOSTESS CHOC CRML MELTAMR,LP404527,HST MULTI PACK 12/8-10 CT,SBS HST,12
26028,HOSTESS,11016,12/13.58 OZ,HOSTESS BNA TWINKIE DRC,LP403991,HST MULTI PACK 12/8-10 CT,SBS HST,12
26030,HOSTESS,25584,12/13.58 OZ,HOSTESS CHOC LVR TWNK DRC,LP403991,HST MULTI PACK 12/8-10 CT,SBS HST,12
26031,HOSTESS,,192/1 EA,HOSTESS DRC HALF PALLET,LP404748,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,192
26032,HOSTESS,,192/1 EA,HOSTESS DDTWCC DRC HLF PL,LP404747,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,192
26040,HOSTESS,,48/1 EA,HST CORE VARIETY MP STCKR,LP404757,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
26041,HOSTESS,,480/1 EA,HOSTESS CORE MP DRC PLT,LP404758,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,480
26042,HOSTESS,,420/1 EA,HST CORE VRTY CK MP DRC,LP404759,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,420
26043,HOSTESS,,480/1 EA,HOSTESS TWNKIE CUPCKE PLT,LP404760,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,480
27606,HOSTESS,,45/1 EA,HOSTESS HLWN BAG DNT DSPL,LP404878,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
28656,HOSTESS,,48/1 EA,HOSTESS SMR CASE STK SHP,LP404856,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
31369,HOSTESS,,30/1 EA,HOSTESS WICKED SS DISPLAY,LP404954,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,30
31410,HOSTESS,,54/1 EA,VOORTMAN SUMMER DISPLAY,LP404836,SHIPPER/DISPLAYS/PALLETS LTO,SBS VRT,54
32738,HOSTESS,32738,6/11.74 OZ,HOSTESS VNLA PEEPS CPCKE,LP404042,HST LTO 6/8 CT,SBS HST,6
38642,HOSTESS,,32/1 EA,HOSTESS SPRNG CTR DISPLAY,LP404963,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
42841,HOSTESS,42841,6/11.6 OZ,HOSTESS CFE CK LMN BLBRY,LP405001,HST LTO 6/8 CT,SBS HST,6
44518,HOSTESS,57396,6/17.58 OZ,HOSTESS PEEPS CUPCAKE SS,LP404986,HST SS LTO 6/6/2 CT,SBS HST,6
47002,HOSTESS,,48/1 EA,HOSTESS VLNTN MP SHIPPER,LP404951,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
47118,HOSTESS,72571,6/19.02 OZ,HOSTESS FRSTD SGR CUPCKES,,HST SS LTO 6/6/2 CT,SBS HST,6
47304,HOSTESS,80608,6/18.8 OZ,HOSTESS FRST DNT SHR SZE,,DONETTES 6/17.49 OZ SHARE SIZE,SBS HST,6
47601,HOSTESS,,24/1 EA,HOSTESS NTNL TWNKE DAY CU,LP404821,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
48180,HOSTESS,48180,6/12.7 OZ,HOSTESS WCKD ELPHABA CPCK,LP404925,HST LTO 6/8 CT,SBS HST,6
52152,HOSTESS,,48/1 EA,HOSTESS WICKED MP DISPLAY,LP404926,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
53971,HOSTESS,,40/1 EA,HOSTESS DONUT FOLGERS SHP,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,40
56546,HOSTESS,56546,6/12.7 OZ,HOSTESS DRK CHOC RSP CPCK,LP404040,MULTI PACK LTO 6 PK,SBS HST,6
58159,HOSTESS,58159,6/10.86 OZ,HOSTESS RWB TWINKIES,LP404103,MULTI PACK LTO 6 PK,SBS HST,6
60050,HOSTESS,,192/1 EA,HOSTESS RWB HALF PLT,LP404837,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
60614,HOSTESS,,48/1 EA,HOSTESS CAKE MULTIPACK DS,LP404917,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
61166,HOSTESS,,192/1 EA,HOSTESS SPRING MP HLF PLT,LP405027,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
62473,HOSTESS,,88/1 EA,HST 7ELEVEN MXD SSFSH DS,LP404824,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,88
62812,HOSTESS,,99/1 EA,HOSTESS HALLOWEEN FP DSPL,LP404919,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,99
68501,HOSTESS,6326,3/20.8 OZ,HOSTESS SUZY Q SS FSH,LP404882,HST SS 3/8 CT,SBS HST,3
69142,HOSTESS,,42/1 EA,HOSTESS SUZY Q TWNK TOWER,LP404949,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,42
71627,HOSTESS,,48/1 EA,HOSTESS SUZY Q CASE ST DS,LP404915,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
72068,HOSTESS,72068,12/7.93 OZ,VOORTMAN RSPBRY THMBPRINT,LP404838,VRTMN COOKIES LTO 12/7-12 OZ,SBS VRT,12
74509,HOSTESS,,45/1 EA,HOSTESS CASE STCKR DSPL,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,45
79704,HOSTESS,79704,6/21 OZ,HOSTESS FRGTFLY FRSTD DNT,LP404883,HST LTO 6/14 CT,SBS HST,6
81168,HOSTESS,81168,9/10.75 OZ,HOSTESS NIGHT GM FRST DNT,LP404862,HST LTO 9/9CT,SBS HST,9
